Course Name,Depts,Subject,Course Num,Title,Crs Cred Type ,Crs Min Cred ,Terms Offered
MUSIC-226,MUSIC,MUSIC,226,SOLO PERFORMANCE,I,0.5,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
09/SP
08/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/FA
04/SP
03/FA"
MUSIC-231,MUSIC,MUSIC,231,MEDIA STRATEGIES-NEW FRONTIERS STORYTEL,I,1,"25/SP
24/SP
23/SP
22/SP
21/SP"
MUSIC-240,MUSIC,MUSIC,240,"PERFORMANCE, RITUAL & TECHNOLOGY",I,1,"25/FA
24/FA
23/FA
22/FA
21/FA"
MUSIC-241,MUSIC,MUSIC,241,ADVANCED GROUP PERFORMANCE,I,0.25,"25/FA
24/FA
23/FA
22/FA
21/FA
20/FA
19/FA
18/FA
17/FA
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
07/FA
06/FA
05/FA
04/FA"
MUSIC-242,MUSIC,MUSIC,242,ADV. GROUP PERFORMANCE,I,0.25,"25/FA
25/SP
24/FA
24/SP
23/SP
22/SP
21/SP
20/SP
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
09/SP
08/SP
07/SP
06/SP
05/SP
04/SP"
MUSIC-245,MUSIC,MUSIC,245,MUSIC IN AMERICAN FILM,I,1,"25/SP
24/SP
23/SP
22/SP
21/SP
20/SP
19/SP
18/SP
17/FA
17/SP
16/FA
16/SP
15/SP
14/SP
13/SP
12/SP"
MUSIC-254,MUSIC,MUSIC,254,STUDIES IN WORLD MUSIC,I,1,"25/FA
24/FA
23/FA
22/FA
20/FA
19/FA
18/FA
17/FA
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
10/FA
09/FA
08/FA
07/FA
06/FA
05/FA
05/SP
04/SP
03/SP
02/SP
99/FA
89/SP"
MUSIC-259,MUSIC,MUSIC,259,HISTORY OF JAZZ SINCE THE 1950'S,I,1,"25/SP
23/SP
22/SP
21/FA
20/FA
20/SP
19/SP
18/SP
17/SP
15/FA
14/FA
14/SP
13/SP
12/SP
11/SP
10/SP
09/FA
08/FA
08/SP
07/SP
06/SP
05/SP
03/FA
02/FA
02/SP
01/SP"
MUSIC-260,MUSIC,MUSIC,260,HISTORY OF JAZZ TO THE 1950'S,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
21/FA
20/FA
19/FA
18/FA
17/FA
93/SP
88/FA"
MUSIC-262,MUSIC,MUSIC,262,AFR-AMER. POPULAR MUSIC,I,1,"25/FA
24/FA
23/FA
22/FA
21/SP
20/SP
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
08/SP
07/SP
06/SP
05/SP
04/SP
02/FA
01/FA
99/FA
99/SP
89/SP"
MUSIC-265,MUSIC,MUSIC,265,LATIN AMERICAN MUSIC,I,1,25/SP
MUSIC-270,MUSIC,MUSIC,270,"INTRO TO MUSIC, SOUND AND TECHNOLOGY",I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA"
MUSIC-280,MUSIC,MUSIC,280,INTERMEDIATE AURAL SKILLS,I,0.5,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
21/SP
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
08/SP
07/SP
06/FA
06/SP
05/SP
04/FA
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
01/SP
00/FA
00/SP
99/FA
99/SP"
MUSIC-281,MUSIC,MUSIC,281,INTERM. KEYBOARD SKILLS,I,0.5,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
04/FA
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
01/SP
00/FA
00/SP
99/FA
99/SP
98/FA
98/SP
97/FA
97/SP
96/FA"
MUSIC-310,MUSIC,MUSIC,310,ADVANCED TOPICS IN MUSIC THEORY,I,1,"25/SP
24/SP
23/SP
22/SP
21/SP
20/SP
19/SP
18/SP
17/SP"
MUSIC-313,MUSIC,MUSIC,313,ROBOT MUSICALS & TECHNO OPERA,I,1,"23/SP
22/SP"
MUSIC-316,MUSIC,MUSIC,316,CONDUCTING,I,1,"25/FA
24/FA
23/FA
22/FA
22/SP
21/SP
20/SP
19/SP
18/SP
17/SP
89/SP"
MUSIC-326,MUSIC,MUSIC,326,ADVANCED SOLO PERFORMANCE,I,0.5,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
09/SP
08/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/FA
04/SP
03/FA"
MUSIC-345,MUSIC,MUSIC,345,MUSIC IN AMERICAN FILM,I,1,"25/SP
24/SP
23/SP
22/SP
21/SP
20/SP
19/SP
18/SP
17/FA
16/FA
16/SP"
MUSIC-359,MUSIC,MUSIC,359,HISTORY OF JAZZ SINCE THE 1950'S,I,1,"25/SP
18/SP
17/SP"
MUSIC-368,MUSIC,MUSIC,368,SEMINAR MUSICAL COMPOSITION,I,1,"25/SP
24/SP
22/SP
21/SP
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
11/SP
10/SP"
MUSIC-370,MUSIC,MUSIC,370,ADVANCED AUDIO PRODUCTION,I,1,"25/SP
24/SP
23/SP
22/SP
21/SP
20/SP
19/SP"
MUSIC-380,MUSIC,MUSIC,380,ADVANCED AURAL SKILLS,I,0.5,"20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/FA
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
01/SP
00/FA
00/SP
99/FA"
MUSIC-381,MUSIC,MUSIC,381,ADV. KEYBOARD SKILLS,I,0.5,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/FA
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
01/SP
00/FA
00/SP
99/FA"
MUSIC-452,MUSIC,MUSIC,452,SENIOR PROJECT,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
09/SP
08/FA"
MUSIC-550,MUSIC,MUSIC,550,HONORS SR PROJECT I,I,0.5,"25/FA
24/FA
23/FA
22/FA
21/FA
20/FA
19/FA
18/FA
17/FA
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
96/SP
95/SP
94/SP
93/FA
93/SP
89/SP
88/FA"
MUSIC-551,MUSIC,MUSIC,551,HONORS SENIOR PROJECT II,I,0.5,"25/SP
24/SP
23/SP
22/SP
21/SP
20/SP
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP"
NEURO-109W,NEURO,NEURO,109W,"COGNITIVE NEUROSCIENCE FILM, ART, MEDIA",I,1,"25/SP
24/SP"
NEURO-198,NEURO,NEURO,198,COLLABORATIVE RESEARCH,I,0.25,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
09/SP
08/FA"
NEURO-201,NEURO,NEURO,201,STATS & RESEARCH METHODS,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA"
NEURO-204,NEURO,NEURO,204,FUNDAMENTALS OF HUMAN NEUROSCIENCE,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA"
NEURO-205,NEURO,NEURO,205,FUNDAMENTALS OF NEUROBIOLOGY,I,1,"25/SP
24/SP
23/SP
22/FA
21/FA
21/SP
20/SP
19/FA
18/FA
17/FA
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
12/SP
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/FA
03/FA
02/FA
01/FA
00/FA"
NEURO-211,NEURO,NEURO,211,"GENES, MOLECULES, AND CELLS",I,1,"25/FA
25/SP
24/FA"
NEURO-211L,NEURO,NEURO,211L,"GENES, MOLECULES, & CELLS LAB",L,0,"25/FA
25/SP"
NEURO-298,NEURO,NEURO,298,COLLABORATIVE RESEARCH II,I,0.5,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/SP
16/SP"
NEURO-310W,NEURO,NEURO,310W,PHILOSOPHY OF SCIENCE,I,1,"25/SP
24/SP
23/SP
22/SP
19/FA
18/FA
18/SP
17/SP
16/SP
15/SP"
NEURO-320,NEURO,NEURO,320,PSYCHOLOGY & NEUROBIOLOGY OF LEARNING,I,1,"25/FA
25/SP
24/FA
24/SP
23/SP
22/SP
21/SP
20/SP
19/SP
18/SP
17/SP"
NEURO-328,NEURO,NEURO,328,COGNITIVE NEUROSCIENCE,I,1,"25/FA
25/SP
24/FA
23/FA
21/FA
20/FA
18/FA
17/FA
16/FA
15/FA
14/FA"
NEURO-329,NEURO,NEURO,329,STRESS & PSYCHOPHYSIOLOGY,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
22/FA
21/FA"
NEURO-330,NEURO,NEURO,330,SYSTEMS NEUROSCIENCE,I,1,"25/FA
24/FA
23/FA
23/SP
22/FA
22/SP
20/FA
20/SP
19/FA
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
09/SP
08/SP
07/SP
06/SP
05/SP
04/SP
03/FA
02/FA
01/FA
00/FA"
NEURO-331,NEURO,NEURO,331,PHYSIOLOGY,I,1,"25/FA
24/FA"
NEURO-331L,NEURO,NEURO,331L,PHYSIOLOGY LAB,L,0,"25/FA
24/FA"
NEURO-334,NEURO,NEURO,334,DEVELOPMENTAL GENETICS,I,1,"25/FA
24/FA"
NEURO-334L,NEURO,NEURO,334L,DEVELOPMENTAL GENETICS LAB,L,0,"25/FA
24/FA"
NEURO-335,NEURO,NEURO,335,NEUROPHYSIOLOGY,I,1,"25/SP
24/SP
23/SP"
NEURO-335L,NEURO,NEURO,335L,NEUROPHYSIOLOGY LAB,L,0,
NEURO-338,NEURO,NEURO,338,SENSATION AND PERCEPTION,I,1,"21/SP
20/SP
19/FA
18/FA"
NEURO-340,NEURO,NEURO,340,NEUROENDOCRINOLOGY,I,1,"25/FA
24/FA
23/FA
22/FA"
NEURO-352,NEURO,NEURO,352,PSYCHOPHARMACOLOGY,I,1,"18/SP
17/SP
14/SP
13/SP"
NEURO-354,NEURO,NEURO,354,BIOLOGICAL MECHANISMS NEUROPSYCH DISEAS,I,1,"25/SP
24/SP"
NEURO-355,NEURO,NEURO,355,NEUROBIOLOGY OF ADDICTION,I,1,"25/FA
24/FA
23/FA
21/SP
20/SP
19/FA
18/FA
17/FA"
NEURO-357,NEURO,NEURO,357,CELLULAR NEUROBIOLOGY,I,1,"25/SP
24/SP
23/SP
22/SP
21/SP
20/SP
19/FA
18/FA
17/FA
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/SP
05/SP
04/SP"
NEURO-357L,NEURO,NEURO,357L,CELLULAR NEUROBIOLOGY LAB,L,0,"25/SP
24/SP
23/SP"
NEURO-370,NEURO,NEURO,370,STRESS AND RESILIENCE,I,1,25/SP
NEURO-371,NEURO,NEURO,371,EMOTION,I,1,"23/SP
22/SP"
NEURO-373,NEURO,NEURO,373,HEALTH PSYCHOLOGY,I,1,"25/SP
24/SP
23/SP"
NEURO-440,NEURO,NEURO,440,MIND AND BODY,I,1,"25/SP
24/SP
21/FA
20/FA
18/FA"
NEURO-500,NEURO,NEURO,500,SENIOR PROJECT,I,1,"25/FA
24/FA
23/FA
22/FA
21/FA
20/FA
19/FA
18/FA
17/FA
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
10/FA
09/FA
07/FA
06/FA
05/FA
04/FA
03/FA
02/FA
01/FA
01/SP
00/FA
00/SP
99/FA"
NEURO-501,NEURO,NEURO,501,SENIOR PROJECT,I,1,"25/SP
24/SP
23/SP
22/SP
21/SP
20/SP
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/FA
11/SP
10/FA
10/SP
09/SP
08/SP
07/SP
06/SP
05/SP
04/SP
03/SP
02/SP
01/SP"
PHIL-100W,PHIL,PHIL,100W,CRITICAL THINKING,I,1,"25/FA
24/FA
23/FA
22/FA
22/SP
21/SP
20/FA
19/FA
18/FA
17/FA
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
10/FA
09/FA
05/SP
04/SP
02/FA
02/SP
01/FA
00/FA
99/FA
98/FA
94/FA
93/FA"
PHIL-108W,PHIL,PHIL,108W,PHILOSOPHY OF LOVE AND SEX,I,1,"25/FA
24/FA
23/FA
22/FA"
PHIL-109W,PHIL,PHIL,109W,TELLING RIGHT FROM WRONG,I,1,"25/FA
25/SP
24/FA
23/FA
22/FA
22/SP
21/FA
21/SP
20/SP
19/SP"
PHIL-110,PHIL,PHIL,110,INTRODUCTION TO PHILOSOPHY,I,1,"25/SP
23/SP
22/SP
21/SP"
PHIL-110W,PHIL,PHIL,110W,INTRO TO PHILOSOPHY,I,1,"21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
17/FA
16/FA
15/FA
14/FA
13/FA
13/SP
12/FA
12/SP
11/SP
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/FA
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
01/SP
00/FA
00/SP
99/FA
99/SP
98/FA
98/SP
97/FA
97/SP
96/FA
96/SP
95/FA
95/SP
94/FA
94/SP
93/FA
93/SP
89/SP
88/FA"
PHIL-112W,PHIL,PHIL,112W,FUNDAMENTALS OF RACE,I,1,"25/FA
24/FA
23/FA
21/FA
20/FA
19/FA"
PHIL-113W,PHIL,PHIL,113W,CONTEMP CONFUCIAN MORAL & POL PHIL,I,1,25/SP
PHIL-115W,PHIL,PHIL,115W,INTRODUCTION TO EXISTENTIALISM,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
22/FA
21/FA
20/FA
20/SP
19/SP
18/SP
17/FA
17/SP
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
07/FA
06/FA
04/FA
03/FA
02/FA
01/FA
00/FA
99/FA
98/FA
97/FA"
PHIL-117,PHIL,PHIL,117,INTRODUCTION TO POLITICAL THEORY,I,1,"25/FA
24/FA
23/FA
22/SP
21/FA
21/SP
20/FA
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/SP
13/FA
12/FA
11/FA
10/FA
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/FA
06/SP
05/FA
05/SP
04/FA
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
01/SP
00/FA
00/SP
99/FA
98/FA
97/FA
96/SP
95/SP"
PHIL-117W,PHIL,PHIL,117W,INTRODUCTION TO POLITICAL THEORY,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
21/SP
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/SP
11/SP
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/FA
05/FA
05/SP
04/FA
04/SP
03/SP
02/SP
99/FA
99/SP
98/SP
96/FA
95/FA"
PHIL-120,PHIL,PHIL,120,PHILOSOPHICAL PERSPECTIVES ON THE SELF,I,1,"25/FA
24/FA
23/FA
22/FA
21/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/SP
11/FA
10/FA"
PHIL-122W,PHIL,PHIL,122W,INFINITY,I,1,"21/FA
20/FA
18/FA
17/FA
16/FA"
PHIL-124W,PHIL,PHIL,124W,PHILOSOPHY OF EDUCATION,I,1,"25/FA
24/FA
23/FA
22/FA
20/FA
19/FA"
PHIL-126,PHIL,PHIL,126,MARGINALIZED PHILOSOPHIES OF AMERICAS,I,1,"25/SP
24/SP"
PHIL-140,PHIL,PHIL,140,WHAT IS ART,I,1,"23/SP
22/SP"
PHIL-200,PHIL,PHIL,200,CRITICAL REASONING,I,1,"25/SP
24/SP
23/SP
22/SP
20/FA
20/SP
19/FA
19/SP
18/SP
17/SP
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
10/FA
10/SP
09/FA
08/SP
07/SP
06/SP
05/SP
04/SP
03/SP
02/FA
01/FA
00/FA
99/FA
99/SP
98/SP
97/SP
95/FA
95/SP"
PHIL-201,PHIL,PHIL,201,HISTORY OF ANCIENT WESTERN PHIL,I,1,"25/FA
24/FA
23/FA
23/SP
22/FA
22/SP
21/FA
20/FA
19/FA
18/FA
17/FA
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
11/SP
10/FA
10/SP
09/FA
08/FA
07/FA
06/FA
05/FA
04/FA
03/FA
02/FA
01/FA
00/FA
99/FA
98/FA
97/FA
96/FA
95/FA
94/FA
93/FA
89/SP
88/FA"
PHIL-203,PHIL,PHIL,203,HIST WEST PHIL (MOD),I,1,"25/SP
24/SP
23/SP
22/SP
21/FA
21/SP
20/SP
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
08/SP
07/SP
06/SP
05/SP
04/SP
03/SP
02/SP
01/SP
00/SP
99/SP
98/SP
97/SP
96/SP
95/SP
94/SP
93/SP
89/SP"
PHIL-204,PHIL,PHIL,204,PHILOSOPHY AS/AND/OF LITERATURE,I,1,"25/FA
25/SP
24/FA
23/FA
22/FA
20/FA
19/FA
16/SP
15/SP
14/SP
13/FA
12/FA
11/FA
10/FA"
PHIL-209,PHIL,PHIL,209,"HUMAN NATURE, GENDER, & IDENTITY",I,1,"23/SP
22/SP
11/SP
10/SP
09/FA
08/FA
08/SP
07/FA
07/SP
06/SP
05/SP
04/SP
03/SP
02/FA
01/FA
89/SP
88/FA"
PHIL-219,PHIL,PHIL,219,INTRODUCTION TO MORAL THEORY,I,1,"25/SP
24/SP
23/SP
22/SP
21/SP
20/SP
19/SP
18/SP"
PHIL-219W,PHIL,PHIL,219W,INTRODUCTION TO MORAL THEORY,I,1,"22/SP
21/SP"
PHIL-221,PHIL,PHIL,221,FOOD AND PHILOSOPHY,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA
22/SP
21/FA
20/FA
20/SP
19/FA
19/SP
18/FA
18/SP
17/FA
17/SP
16/FA
16/SP
15/FA
14/FA"
PHIL-222W,PHIL,PHIL,222W,"RACE,GENDER,&CULTURE",I,1,"21/FA
17/FA
16/FA
15/FA
14/FA
13/FA
12/FA
11/FA
10/FA
09/FA
08/FA
07/FA
06/FA
05/FA
04/FA
03/SP
02/SP
00/SP"
PHIL-224,PHIL,PHIL,224,KNOWLEDGE AND EDUCATION,I,1,"25/FA
24/FA
23/FA"
PHIL-228,PHIL,PHIL,228,PHILOSOPHY & FILM,I,1,"25/FA
24/FA
23/FA
22/SP
21/SP"
PHIL-228W,PHIL,PHIL,228W,PHILOSOPHY AND FILM,I,1,"21/SP
20/FA
19/FA"
PHIL-229,PHIL,PHIL,229,PHILOSOPHY OF LAW,I,1,"25/SP
24/SP
23/SP"
PHIL-230,PHIL,PHIL,230,PHILOSOPHY OF GAMES AND SPORT,I,1,"25/FA
24/FA"
PHIL-231,PHIL,PHIL,231,INDIGENOUS PHILOSOPHY OF THE AMERICAS,I,1,"25/FA
24/FA
23/FA
22/FA"
PHIL-232,PHIL,PHIL,232,JUSTICE & THE GOOD LIFE,I,1,"25/SP
24/SP
22/SP
21/SP"
PHIL-232W,PHIL,PHIL,232W,JUSTICE & THE GOOD LIFE,I,1,25/SP
PHIL-233,PHIL,PHIL,233,LATIN AMERICAN PHILOSOPHY,I,1,21/FA
PHIL-235,PHIL,PHIL,235,ENVIRONMENTAL ETHICS,I,1,"25/SP
24/SP
23/SP
22/SP
20/SP
19/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
09/FA
09/SP
08/FA
07/FA
07/SP
06/FA
06/SP
05/SP"
PHIL-240,PHIL,PHIL,240,SYMBOLIC LOGIC,I,1,"25/FA
24/FA
23/FA
22/FA
22/SP
21/FA
21/SP
20/FA
19/FA
18/FA
17/FA
17/SP
16/FA
16/SP
15/FA
15/SP
14/FA
14/SP
13/FA
13/SP
12/FA
11/FA
10/FA
10/SP
09/FA
09/SP
08/FA
07/FA
07/SP
06/FA
06/SP
05/SP
04/SP
03/FA
03/SP
02/FA
02/SP
01/FA
00/FA
00/SP
98/FA
97/FA
96/FA
96/SP
94/FA
93/FA
93/SU
89/SP
88/FA"
PHIL-242W,PHIL,PHIL,242W,THE BLACK SELF,I,1,"23/SP
22/SP
21/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/FA
10/SP
09/FA
08/SP
06/FA
05/FA"
PHIL-265W,PHIL,PHIL,265W,"SAFETY, DANGER, AND RISK",I,1,"25/FA
24/FA"
PHIL-270,PHIL,PHIL,270,DEMOCRATIC THEORY,I,1,"23/SP
22/SP"
PHIL-281W,PHIL,PHIL,281W,PHILOSOPHY AS SPIRITUAL QUEST,I,1,"25/FA
24/FA
23/FA
22/FA
21/FA
21/SP
20/SP
18/SP
17/SP
16/SP
15/SP
14/SP
13/SP
12/SP
11/SP
10/SP
09/SP
07/SP
06/SP"
PHIL-282W,PHIL,PHIL,282W,PHILOSOPHY OF DEATH & DYING,I,1,"25/SP
24/SP"
PHIL-308,PHIL,PHIL,308,LANGUAGE REVOLUTION,I,1,"21/FA
20/FA
16/FA
15/FA
14/FA"
PHIL-310W,PHIL,PHIL,310W,PHILOSOPHY OF SCIENCE,I,1,"25/SP
24/SP
23/SP
22/SP
19/FA
18/FA
18/SP
17/SP
16/SP
15/SP
04/FA
03/FA
02/FA"
PHIL-311,PHIL,PHIL,311,PHILOSOPHY EAST AND WEST,I,1,"25/SP
24/SP
21/SP
20/SP"
PHIL-314W,PHIL,PHIL,314W,LITERARY PHILOSOPHERS,I,1,"25/FA
25/SP
24/FA
24/SP
23/SP
21/SP
20/SP
17/FA"
PHIL-319W,PHIL,PHIL,319W,CRITICAL RACE THEORY,I,1,"20/FA
19/FA
19/SP
18/SP"
PHIL-326W,PHIL,PHIL,326W,DAVID FOSTER WALLACE:DIFFICULTY OF PHIL,I,1,"19/SP
18/SP
17/FA
16/FA
16/SP
15/SP
14/SP"
PHIL-331,PHIL,PHIL,331,PHILOSOPHY OF IMMIGRATION,I,1,"25/SP
24/SP
23/SP"
PHIL-332,PHIL,PHIL,332,PHILOSOPHY OF GLOBAL JUSTICE,I,1,"25/FA
24/FA
23/FA"
PHIL-333W,PHIL,PHIL,333W,PHILOSOPHY OF ART,I,1,
PHIL-336,PHIL,PHIL,336,CRITICAL CONSCIOUSNESS PRACTICUM,I,1,"25/FA
24/FA"
PHIL-337W,PHIL,PHIL,337W,SEMINAR: CONFUCIAN TRADITIONS,I,1,"14/SP
11/SP
10/SP
03/SP
02/SP
97/SP
95/SP"
PHIL-355,PHIL,PHIL,355,CONTEMPORARY PHILOSOPHY,I,1,"22/FA
17/FA
17/SP
16/FA
12/FA
11/FA
10/FA
10/SP
09/FA
08/FA
08/SP
07/SP
06/FA
05/FA
04/FA
03/FA
02/FA
02/SP
01/FA
01/SP
00/SP
99/SP
94/FA"
PHIL-355W,PHIL,PHIL,355W,CONTEMPORARY PHILOSOPHY,I,1,"18/FA
17/FA
16/FA
16/SP
15/FA
14/FA
13/FA
12/FA
97/FA
96/FA
95/FA"
PHIL-356,PHIL,PHIL,356,VIRTUE ETHICS,I,1,"25/SP
24/SP
23/SP
21/SP
20/SP
19/SP"
PHIL-357W,PHIL,PHIL,357W,When Old Debates Were New Again: the the,I,1,"25/FA
24/FA
23/FA
23/SP
22/SP"
PHIL-382W,PHIL,PHIL,382W,THE ETHICS OF BELIEF,I,1,"25/FA
25/SP
24/FA
24/SP
23/FA
23/SP
22/FA"
PHIL-410,PHIL,PHIL,410,AMERICAN PHILOSOPHY,I,1,"25/FA
24/FA
21/FA
20/FA
19/SP
17/FA
16/FA
13/SP
12/SP
11/SP
10/SP
08/SP
07/SP
04/FA
03/FA"
PHIL-412,PHIL,PHIL,412,THE POLITICS OF A.I.,I,1,"25/FA
24/FA
23/FA
22/FA"
PHIL-415,PHIL,PHIL,415,OBJECTIVITY AND RATIONALITY,I,1,"17/FA
14/FA
13/FA
12/SP
11/SP
09/FA
08/FA
07/FA
07/SP
06/SP
05/FA
05/SP
04/SP"
PHIL-416,PHIL,PHIL,416,WITTGENSTEIN,I,1,"25/SP
24/SP
23/SP
22/SP
21/SP
20/SP
18/SP
17/SP
16/SP
15/SP"
PHIL-426W,PHIL,PHIL,426W,DAVID FOSTER WALLACE & METAPHILOSOPHY,I,1,"25/FA
25/SP
24/FA
23/FA
22/FA
21/FA
19/FA
18/FA"
PHIL-427,PHIL,PHIL,427,SEMINAR: INTUITIONS & PHILOSOPHY,I,1,"25/SP
24/SP
23/SP
22/SP
21/SP
19/SP
18/SP
12/FA
11/FA
10/FA
09/FA"
PHIL-430,PHIL,PHIL,430,PLATO,I,1,"25/SP
24/SP
23/SP"
